Epoch,Train Loss,Train Accuracy,Val Accuracy
1,0.40574958210899714,0.8239486813970064,0.4975
2,0.23847143529426484,0.9137562366357804,0.4975
3,0.21784293633841334,0.9351389878831077,0.5
4,0.23195818882612956,0.9280114041339986,0.9
5,0.1534703950442019,0.9451176051318603,0.9275
6,0.20905138906978427,0.9558089807555239,0.855
7,0.21356157107012613,0.9529579472558802,0.92
8,0.1918389696095671,0.9415538132573058,0.81
9,0.1698402035094443,0.9479686386315039,0.755
10,0.16704508467089563,0.9486813970064149,0.8725
11,0.19252322507756098,0.9387027797576621,0.89
12,0.1427364381296294,0.9493941553813258,0.565
13,0.134092149635156,0.9543834640057021,0.705
14,0.1163548995696363,0.9650748396293657,0.9325
15,0.0639560270522322,0.9807555238774056,0.95
16,0.05181587216932149,0.9828937990021382,0.9575
17,0.0749859827614966,0.985032074126871,0.9275
18,0.1606255824721995,0.962223806129722,0.86
19,0.15399649026360185,0.9536707056307911,0.8025
20,0.08436953826319604,0.9722024233784747,0.965
21,0.08263247468996615,0.9714896650035638,0.935
22,0.12807290998864032,0.9807555238774056,0.9275
23,0.10967403916375977,0.9672131147540983,0.875
24,0.10486015207355931,0.9586600142551674,0.9175
25,0.07383971945160911,0.9729151817533856,0.9325
26,0.10224059995795999,0.9821810406272273,0.875
27,0.21147129099283898,0.9586600142551674,0.935
28,0.1317036665443863,0.9543834640057021,0.9375
29,0.05834183602460793,0.9793300071275838,0.93
30,0.038678254743683194,0.9878831076265147,0.9425
31,0.07952078686849702,0.9935851746258019,0.94
32,0.10130060628233921,0.9593727726300784,0.895
33,0.09659928123333625,0.9793300071275838,0.915
34,0.10082348152285531,0.9643620812544548,0.915
35,0.05130559392273426,0.9800427655024947,0.9625
36,0.03156648813525126,0.9935851746258019,0.965
37,0.015150380476067463,0.9978617248752673,0.955
38,0.012416879568869868,0.9992872416250891,0.96
39,0.019552154095089508,0.99215965787598,0.9525
40,0.012838020959558586,0.9942979330007128,0.9575
41,0.008701997332363612,0.9985744832501782,0.9675
42,0.009285218405282302,0.9964362081254454,0.9475
43,0.07808050826202989,0.9985744832501782,0.95
44,0.14357834249468787,0.9501069137562367,0.865
45,0.15499987732619047,0.970064148253742,0.8
46,0.1191826904902146,0.9501069137562367,0.9475
47,0.046960652340203524,0.9836065573770492,0.9725
48,0.02497325274383738,0.9957234497505346,0.97
49,0.012645793704515589,0.9971489665003563,0.9675
50,0.00805614827688606,0.9978617248752673,0.97
51,0.006247863348107785,0.9985744832501782,0.9625
52,0.003655498359529745,1.0,0.97
53,0.002671304171339476,1.0,0.9675
54,0.004516740091189388,0.9992872416250891,0.965
55,0.11992655891836398,0.9985744832501782,0.74
56,0.22043805742370232,0.9379900213827512,0.925
57,0.09482986715045713,0.9665003563791874,0.92
58,0.043998434474425654,0.9864575908766928,0.9325
59,0.015806011977561173,0.9978617248752673,0.97
60,0.013043695317936085,0.9971489665003563,0.95
61,0.0069111814733505954,1.0,0.955
62,0.003986299741968867,1.0,0.965
63,0.007025730039458722,1.0,0.9425
64,0.011754128181131645,0.9978617248752673,0.96
65,0.011629213894983488,0.9957234497505346,0.9375
66,0.0052227185626092945,0.9978617248752673,0.9575
67,0.005027840428131943,0.9985744832501782,0.975
68,0.0017945335483610897,1.0,0.9675
69,0.0007839107752910682,1.0,0.97
70,0.004582479278421185,1.0,0.97
