Epoch,Train Loss,Train Accuracy,Val Accuracy
1,0.44299412210439815,0.811831789023521,0.4975
2,0.1924671296929491,0.9358517462580185,0.5025
3,0.16727516620323576,0.9394155381325731,0.86
4,0.1585247403588788,0.947255880256593,0.92
5,0.11628669880908625,0.9558089807555239,0.8325
6,0.13160796148766732,0.9444048467569494,0.7175
7,0.11961445713351512,0.9629365645046329,0.9125
8,0.11894171524407535,0.9572344975053457,0.735
9,0.10798563275100856,0.9665003563791874,0.8625
10,0.08804054172099407,0.9650748396293657,0.9075
11,0.07615630362375543,0.9750534568781183,0.9225
12,0.05430168645649121,0.9786172487526729,0.77
13,0.0809965485963842,0.9693513898788311,0.85
14,0.08467884522316785,0.977904490377762,0.9
15,0.14590030163526535,0.9436920883820384,0.7625
16,0.10399047246780889,0.9643620812544548,0.8
17,0.1388519726179797,0.9722024233784747,0.9225
18,0.1291681476065825,0.9579472558802566,0.81
19,0.12904830527459754,0.9536707056307911,0.9425
20,0.1102933968610034,0.9764789736279401,0.9075
21,0.09643144274716554,0.9657875980042766,0.9425
22,0.10144575547170022,0.9786172487526729,0.935
23,0.09784126244806524,0.9636493228795439,0.945
24,0.15536989327841277,0.9800427655024947,0.9525
25,0.12245458531482466,0.9586600142551674,0.95
26,0.06855266512339485,0.9836065573770492,0.9425
27,0.11725696420361256,0.9572344975053457,0.9375
28,0.17333109946600322,0.9679258731290092,0.965
29,0.1263827753478083,0.9672131147540983,0.945
30,0.11044731395768709,0.9593727726300784,0.7275
31,0.0855120855608377,0.970064148253742,0.95
32,0.07851352594022093,0.9800427655024947,0.96
33,0.09164610440874922,0.9672131147540983,0.9575
34,0.039528462704640395,0.9864575908766928,0.9425
35,0.02499686870001385,0.992872416250891,0.9525
36,0.019469680969105584,0.9935851746258019,0.955
37,0.02465690306291498,0.9971489665003563,0.9525
38,0.09384800688010352,0.9657875980042766,0.9025
39,0.046948139218549276,0.9828937990021382,0.9525
40,0.02931390683455714,0.9900213827512473,0.925
41,0.06049838096931063,0.9957234497505346,0.9375
42,0.1085089892429974,0.9607982893799002,0.8425
43,0.04404181741370723,0.9843193157519601,0.9625
44,0.07816744901657362,0.99215965787598,0.9375
45,0.12732964860082702,0.9593727726300784,0.9525
46,0.08790185418108414,0.9736279401282965,0.925
47,0.051791086519972,0.9821810406272273,0.955
48,0.04367371954441328,0.9935851746258019,0.95
49,0.026067217406495636,0.992872416250891,0.9675
50,0.028620220132669884,0.9864575908766928,0.96
51,0.016628904860257972,0.9957234497505346,0.965
52,0.004413901539198284,1.0,0.965
53,0.002558423449076584,1.0,0.9675
54,0.0018413076558599956,1.0,0.9675
55,0.0010878850934173457,1.0,0.9625
56,0.003343483398503881,0.9985744832501782,0.9675
57,0.002570467406446275,1.0,0.965
58,0.00725896374908565,0.9978617248752673,0.96
59,0.002982857444419943,0.9992872416250891,0.965
60,0.0026430256761598467,1.0,0.965
61,0.0007821944222839726,1.0,0.97
62,0.0008943360202277385,1.0,0.97
63,0.0007434203327083478,1.0,0.9675
64,0.0003530061685837452,1.0,0.97
65,0.023683115599224352,0.9992872416250891,0.9675
66,0.11765922019499,0.962223806129722,0.895
67,0.10195432211561449,0.9764789736279401,0.95
68,0.09358847141265869,0.9565217391304348,0.9375
69,0.05153259620520061,0.9828937990021382,0.9375
70,0.028853884031032694,0.992872416250891,0.95
