Epoch,Train Loss,Train Accuracy,Val Accuracy
1,0.41020550046648296,0.8260869565217391,0.4975
2,0.18727967604285195,0.9294369208838203,0.585
3,0.13452560809396563,0.9479686386315039,0.84
4,0.14846123772717656,0.9600855310049893,0.87
5,0.1670588833235559,0.940128296507484,0.5575
6,0.17757532816557658,0.9479686386315039,0.5875
7,0.21740601602054777,0.9223093371347113,0.6225
8,0.1370098308793136,0.9479686386315039,0.8875
9,0.12774770476278804,0.9543834640057021,0.8975
10,0.16586178266221568,0.9714896650035638,0.8375
11,0.1724590253794477,0.940128296507484,0.7525
12,0.15264392449032693,0.9693513898788311,0.9
13,0.1054031171259426,0.9579472558802566,0.88
14,0.1276079902336711,0.9672131147540983,0.925
15,0.10649353922123,0.9586600142551674,0.8325
16,0.09756607269602162,0.9679258731290092,0.94
17,0.08470955983336483,0.9722024233784747,0.9475
18,0.05621355670016436,0.9786172487526729,0.9325
19,0.12232712535409346,0.9907341411261582,0.9475
20,0.16194781199807212,0.9515324305060584,0.965
21,0.1012101549588676,0.9607982893799002,0.965
22,0.07419868691691331,0.977904490377762,0.97
23,0.05365054923874725,0.977191732002851,0.97
24,0.03547802442196934,0.9878831076265147,0.9725
25,0.05082242319449073,0.9942979330007128,0.9725
26,0.11190226660775286,0.9657875980042766,0.895
27,0.09667640108437765,0.9743406985032074,0.6975
28,0.12587718035848366,0.9643620812544548,0.95
29,0.21670466555016382,0.9650748396293657,0.7825
30,0.17388202329831465,0.9501069137562367,0.9475
31,0.10960425046228227,0.9593727726300784,0.9475
32,0.07415201687919241,0.9707769066286529,0.9575
33,0.03679422360090982,0.9878831076265147,0.9625
34,0.024094654269339072,0.992872416250891,0.965
35,0.07233621231058524,0.9935851746258019,0.9725
36,0.08351675392172876,0.9707769066286529,0.9625
37,0.06701889977834764,0.977904490377762,0.5925
38,0.04313695251143405,0.9857448325017819,0.9675
39,0.06051166287978135,0.9878831076265147,0.95
40,0.134882727637887,0.9615110477548111,0.965
41,0.068020695643056,0.9722024233784747,0.94
42,0.07800852917578249,0.9836065573770492,0.97
43,0.044084758386902866,0.9864575908766928,0.9675
44,0.054786907885933205,0.9885958660014256,0.94
45,0.17884442307764575,0.9743406985032074,0.955
46,0.09761029375450951,0.9786172487526729,0.955
47,0.11501678123715378,0.9764789736279401,0.9475
48,0.12089852820194903,0.9764789736279401,0.875
49,0.10899718711152673,0.9600855310049893,0.855
50,0.08758327639883473,0.9857448325017819,0.97
51,0.11361972300247067,0.9821810406272273,0.96
52,0.12344433974829458,0.9615110477548111,0.965
53,0.04348501331627458,0.9843193157519601,0.965
54,0.10186412321802761,0.9950106913756237,0.9625
55,0.08049596234091691,0.9722024233784747,0.955
56,0.029198297543362492,0.9914468995010691,0.975
57,0.014718071679540333,0.9971489665003563,0.97
58,0.014626890143734358,0.9985744832501782,0.975
59,0.009001387732236512,0.9985744832501782,0.9675
60,0.044010817405900786,0.9971489665003563,0.97
61,0.11368759682712455,0.9707769066286529,0.95
62,0.12142557786068037,0.9729151817533856,0.9625
63,0.07751755782270006,0.9714896650035638,0.9275
64,0.04028849452290507,0.9864575908766928,0.9425
65,0.026233635063926203,0.9907341411261582,0.9775
66,0.007471628358221746,0.9992872416250891,0.9725
67,0.00499038146587,0.9978617248752673,0.9775
68,0.016242777756858794,0.9992872416250891,0.9775
69,0.039922761520193445,0.9871703492516037,0.975
70,0.010300353468794907,0.9964362081254454,0.9625
